emp_no,first_name,last_name,title,dept_name
58615,Abdelghani,Perl,Senior Engineer,Production
58617,Miquel,Perz,Senior Engineer,Quality Management
58618,Martina,Benzaken,Senior Staff,Customer Service
58623,Kazuhito,Terkki,Engineer,Production
58629,Aruna,Schonegge,Staff,Finance
58630,Gio,Reeken,Senior Staff,Customer Service
58631,Aiichiro,Katzenelson,Senior Engineer,Development
58633,Ashish,Stifter,Senior Engineer,Development
58641,Zdislav,Usery,Senior Staff,Research
58645,Arvin,Vadhan,Engineer,Production
58652,Foong,Guting,Senior Staff,Research
58655,Neelam,Munro,Senior Staff,Sales
58656,Marlo,Matheson,Senior Engineer,Quality Management
58660,Taiji,Loncour,Senior Staff,Research
58661,Juyoung,Heuter,Senior Engineer,Production
58662,Yahiko,Erdi,Senior Engineer,Production
58668,Martine,Velasco,Senior Engineer,Development
58674,Mabry,Kropp,Senior Engineer,Quality Management
58675,Vojin,Etalle,Engineer,Production
58681,Makato,Azumi,Senior Engineer,Production
58683,Gilbert,Krogh,Senior Engineer,Production
58688,Miquel,Kropatsch,Senior Engineer,Development
58693,Ramya,Kugler,Senior Staff,Finance
58695,Gift,Saoudi,Senior Engineer,Production
58698,Janche,Wursthorn,Senior Engineer,Production
58711,Ibibia,Flowers,Senior Engineer,Development
58717,Gou,Burnard,Senior Staff,Research
58720,Alagu,Leivant,Engineer,Development
58721,Sashi,Wegerle,Engineer,Production
58724,Jiong,Giaccio,Senior Staff,Research
58726,Boaz,Litzkow,Senior Staff,Human Resources
58729,Shridhar,Lamba,Staff,Research
58730,Jeanne,Luit,Senior Engineer,Development
58732,Kwangsub,Mondadori,Senior Staff,Human Resources
58733,Conor,Spataro,Senior Staff,Sales
58742,Billur,Arlazarov,Senior Staff,Customer Service
58744,Gift,Serna,Senior Engineer,Development
58745,Taegyun,Rodiger,Senior Staff,Sales
58747,Anneli,Neiman,Technique Leader,Development
58754,Shaowei,Parveen,Senior Staff,Sales
58760,Saniya,Vingron,Senior Staff,Sales
58761,Ekawit,Brookner,Staff,Sales
58763,Rasikan,Gopalakrishnan,Senior Staff,Marketing
58764,Alenka,Berztiss,Senior Engineer,Production
58769,Chenye,Tiemann,Engineer,Development
58772,Mostafa,Sundgren,Senior Engineer,Production
58774,Djelloul,Benaini,Senior Engineer,Development
58783,Udi,Morton,Senior Engineer,Development
58784,Brendon,Nooteboom,Staff,Research
58785,Leif,Welham,Senior Staff,Sales
58793,Kellie,Tetzlaff,Senior Engineer,Development
58798,Teunis,Garnier,Senior Engineer,Development
58800,Anyuan,Mungall,Staff,Customer Service
58803,Gil,Pleszkun,Senior Engineer,Production
58808,Falguni,Tiemann,Senior Staff,Development
58813,DAIDA,Androutsos,Senior Staff,Human Resources
58816,Vasilii,Lambe,Technique Leader,Production
58819,Gennady,Liesche,Senior Staff,Sales
58820,Danai,Randt,Senior Engineer,Production
58821,Ekawit,Mungall,Senior Engineer,Production
58828,Valeska,Munro,Senior Engineer,Research
58831,Jayesh,Wossner,Senior Engineer,Production
58834,Kish,Gimarc,Senior Engineer,Quality Management
58846,Arumugam,Miara,Senior Engineer,Quality Management
58852,Muzhong,Georg,Senior Engineer,Production
58853,Greger,Irland,Senior Staff,Finance
58861,Jianhui,Goodrum,Staff,Marketing
58866,Xinan,Isaac,Senior Staff,Customer Service
58868,Zhilian,Warwick,Engineer,Quality Management
58872,Gian,Fritzsche,Engineer,Production
58873,Geoffrey,Bouloucos,Senior Staff,Marketing
58877,Lalit,Maginnis,Senior Staff,Customer Service
58881,Shaunak,Mandell,Senior Engineer,Production
58888,Dharmaraja,Luce,Senior Staff,Sales
58890,Uli,Akazan,Senior Engineer,Production
58893,Khedija,Yamaashi,Assistant Engineer,Development
58894,Odoardo,Cappelli,Senior Staff,Customer Service
58896,Sreenivas,Grandbois,Senior Engineer,Development
58906,Xumin,Passafiume,Senior Staff,Sales
58907,Petter,Pettit,Senior Engineer,Production
58910,Ramzi,Savasere,Assistant Engineer,Production
58917,Leon,Kragelund,Senior Staff,Sales
58918,Tremaine,Gecsei,Senior Staff,Sales
58921,Marl,Swan,Senior Engineer,Production
58922,Stafford,Flexer,Engineer,Production
58924,Christfried,Takkinen,Senior Staff,Finance
58928,Duke,Vesel,Senior Engineer,Production
58935,Adly,Welham,Senior Engineer,Development
58936,Nikolaos,Cannata,Senior Staff,Finance
58937,Ferdinand,Plessier,Staff,Research
58939,Khalil,Junot,Senior Staff,Customer Service
58940,Uri,Xiaoshan,Senior Engineer,Development
58944,Yahiko,Egerstedt,Senior Engineer,Development
58945,Hausi,Champarnaud,Senior Engineer,Production
58953,Nevin,Ranum,Senior Engineer,Development
58954,Arve,Boreale,Senior Engineer,Development
58958,Kristin,Thebaut,Senior Engineer,Production
58962,Alassane,Herbst,Engineer,Development
58963,Mani,Pashtan,Senior Engineer,Development
58964,Goa,Marsiglia,Technique Leader,Customer Service
58976,Sreenivas,Minakawa,Senior Engineer,Quality Management
58978,Mariangiola,Picaronny,Technique Leader,Development
58979,Yurij,Ressouche,Senior Staff,Sales
58980,Xuedong,Basart,Staff,Development
58982,Xiaoqiu,Petersohn,Technique Leader,Production
58984,Ottavia,Peltason,Staff,Marketing
58990,Palash,Trelles,Engineer,Development
58997,Uriel,Taubenfeld,Senior Staff,Sales
58999,Yongqiao,Quittner,Senior Engineer,Production
59001,Lene,Templeman,Senior Staff,Research
59003,Shaibal,Nittel,Senior Staff,Human Resources
59008,Tuval,Veldwijk,Senior Staff,Sales
59010,Eckart,Shanbhogue,Senior Staff,Human Resources
59013,Shih,Peng,Senior Engineer,Production
59030,Randi,Lamba,Senior Engineer,Development
59033,Serenella,Waterhouse,Technique Leader,Development
59038,Hauke,Rousseau,Technique Leader,Production
59040,Hatsukazu,Vecchio,Senior Staff,Sales
59041,Bingning,Veevers,Senior Staff,Sales
59044,Amalendu,Nitsch,Staff,Customer Service
59045,Freyja,Gien,Technique Leader,Production
59046,Danai,Solovay,Senior Staff,Research
59048,Leandro,Terekhov,Senior Engineer,Customer Service
59052,Tristan,Rossi,Senior Engineer,Production
59053,Masami,Bala,Senior Staff,Research
59059,Toshimo,Gargeya,Senior Engineer,Quality Management
59063,Teunis,Delgrange,Engineer,Development
59067,Kerryn,Escriba,Staff,Customer Service
59077,Yuping,Strooper,Senior Staff,Research
59085,Jacqueline,Maierhofer,Senior Staff,Research
59100,Leszek,Cunliffe,Senior Engineer,Production
59103,Pranas,Zaiane,Staff,Marketing
59106,Macha,Rubsam,Staff,Marketing
59111,Takahiro,Shinomoto,Senior Staff,Sales
59117,Akhilish,Kobuchi,Senior Staff,Sales
59122,Margareta,Ossenbruggen,Staff,Sales
59129,Masako,Detkin,Senior Staff,Sales
59131,Ewing,Plessier,Senior Staff,Sales
59133,Lokesh,Pietracaprina,Senior Engineer,Production
59135,Arumugam,Hanratty,Staff,Customer Service
59144,Hugo,Siochi,Staff,Customer Service
59147,Jaewoo,Lanteri,Senior Staff,Human Resources
59148,Xiaopeng,Schaar,Staff,Sales
59149,Hidefumi,Ishibashi,Senior Staff,Marketing
59150,Gully,Mersereau,Engineer,Production
59154,JoAnne,Petereit,Senior Engineer,Development
59159,Poorav,Sanella,Senior Engineer,Development
59160,Arun,Salvesen,Staff,Finance
59167,Kazuhide,Paciorek,Senior Staff,Research
59168,Krisda,Menhoudj,Senior Staff,Marketing
59170,Baocai,Rusterholz,Engineer,Customer Service
59173,Pranas,Maccarone,Staff,Research
59174,Gaurav,Ghandeharizadeh,Senior Engineer,Development
59177,Saniya,Biran,Senior Staff,Customer Service
59181,Eberhardt,Diderrich,Senior Staff,Finance
59182,Susanne,Hockney,Senior Staff,Sales
59187,Jayesh,Srimani,Technique Leader,Development
59188,Mats,Pargaonkar,Engineer,Development
59191,Goh,Goodrum,Senior Engineer,Quality Management
59194,Willard,Vesna,Senior Staff,Marketing
59195,Ronnie,Pollock,Technique Leader,Development
59196,Atreye,Nishimukai,Senior Engineer,Development
59202,Tadanori,Rijckaert,Senior Staff,Human Resources
59204,Yannik,Minakawa,Senior Staff,Research
59214,Hitomi,Eiter,Senior Staff,Sales
59217,Holgard,Champarnaud,Senior Staff,Marketing
59218,Jungsoon,Millington,Senior Staff,Sales
59220,Youngkon,Ramsay,Senior Engineer,Production
59233,Yuriy,Claffy,Senior Engineer,Quality Management
59234,Vesna,Prochazka,Engineer,Production
59243,Kazuhira,Curless,Senior Engineer,Development
59246,Sumali,Fujisaki,Senior Engineer,Production
59255,Yuping,Barvinok,Engineer,Development
59257,Subhrajyoti,Delaune,Senior Staff,Sales
59262,Changho,Luft,Senior Engineer,Development
59266,Kwun,Kaelbling,Senior Engineer,Quality Management
59270,Guiseppe,Sommer,Staff,Research
59271,Shrikanth,Papastamatiou,Senior Engineer,Development
59282,Teiji,Garnick,Senior Staff,Sales
59293,Janche,Peek,Senior Engineer,Production
59301,Marco,Morrow,Senior Staff,Sales
59303,Edwin,Ramalingam,Senior Engineer,Development
59307,Shay,Furedi,Engineer,Development
59316,Hausi,Akazan,Engineer,Development
59327,Serif,Hoogerwoord,Senior Engineer,Production
59332,Willard,Lienhardt,Senior Engineer,Quality Management
59334,Steve,Takanami,Engineer,Production
59336,Ortrun,Hennings,Senior Engineer,Development
59338,Heon,Itschner,Senior Engineer,Development
59341,Feiyu,Miake,Senior Engineer,Production
59345,Udi,Irland,Senior Staff,Sales
59353,Pradeep,Kossowski,Senior Staff,Sales
59357,Mark,Barriga,Senior Engineer,Production
59359,Serif,Pollock,Senior Staff,Marketing
59361,Shawna,Perez,Staff,Sales
59367,Bernd,Murtagh,Staff,Research
59369,Hatem,Perry,Staff,Marketing
59371,Kellyn,Spell,Senior Engineer,Development
59376,Sajjan,Hartvigsen,Senior Staff,Marketing
59385,Wanqing,Rande,Senior Engineer,Development
59387,Sasan,Denna,Senior Engineer,Development
59388,Shigeichiro,Gerteisen,Senior Engineer,Development
59398,Urs,Beidas,Senior Staff,Finance
59399,Zhanqiu,Ullian,Senior Engineer,Development
59406,Aria,Streit,Senior Staff,Human Resources
59410,Neelam,Bahr,Senior Staff,Development
59416,Uma,Tagansky,Engineer,Production
59418,Mori,Molenkamp,Staff,Sales
59419,Uwe,Salvesen,Senior Engineer,Research
59420,Bangqing,Bamford,Senior Engineer,Production
59428,Tse,Hofting,Senior Engineer,Production
59430,Ravishankar,Lieberherr,Assistant Engineer,Development
59436,Xiahua,Flasterstein,Staff,Sales
59437,Zeljko,Kobuchi,Senior Engineer,Production
59442,Filipe,Bednarek,Senior Staff,Sales
59443,Vitaly,Cardazo,Senior Engineer,Production
59445,Khedija,Iacovou,Senior Staff,Sales
59447,Falguni,Sudkamp,Engineer,Production
59448,Xiaoheng,Albarhamtoshy,Senior Staff,Human Resources
59449,Premsyl,Morrow,Senior Engineer,Development
59454,Ortrud,Braunschweig,Senior Engineer,Production
59455,Gennady,Constantine,Senior Staff,Sales
59457,Gopalakrishnan,Raoux,Staff,Sales
59460,Udo,Iwayama,Senior Staff,Customer Service
59461,Josyula,Isard,Senior Staff,Human Resources
59467,Juichirou,Verspoor,Senior Staff,Sales
59476,Shay,Frijda,Assistant Engineer,Development
59477,Kwangyoen,Raczkowsky,Senior Staff,Sales
59478,Duri,Asser,Staff,Customer Service
59482,Khedija,Tomescu,Senior Engineer,Development
59484,Turgut,Schiettecatte,Senior Engineer,Production
59487,Maria,Khalid,Senior Staff,Research
59492,Bowen,Schiettecatte,Staff,Sales
59497,IEEE,Czap,Technique Leader,Production
59501,Renee,Lung,Senior Engineer,Development
59503,Breannda,Murrill,Engineer,Development
59504,Dzung,Nannarelli,Senior Engineer,Development
59511,Tadanori,Jayawardene,Senior Engineer,Production
59516,Mahmut,Underwood,Technique Leader,Quality Management
59519,Slavian,Georgatos,Senior Engineer,Production
59523,Kien,Rosiles,Senior Engineer,Production
59527,Yunming,Setia,Senior Engineer,Development
59528,Harjit,Kilgour,Senior Engineer,Production
59529,Garnet,Baik,Engineer,Quality Management
59533,Peternela,Uchoa,Senior Staff,Marketing
59542,Takahito,Pehl,Engineer,Development
59545,Denny,Chandrasekhar,Senior Engineer,Development
59554,Gen,Gurbaxani,Senior Staff,Production
59562,Izaskun,Kulisch,Staff,Marketing
59571,Hatsukazu,Panangaden,Senior Engineer,Quality Management
59573,Angus,Lorie,Senior Staff,Production
59580,Tadahiro,Matteis,Senior Staff,Customer Service
59583,Shietung,Gischer,Staff,Marketing
59585,Josyula,Hashii,Engineer,Production
59587,Przemyslawa,Peak,Senior Staff,Sales
59590,Chriss,Heusch,Senior Engineer,Development
59596,Tsutomu,Hinsberger,Senior Staff,Marketing
59597,Shigehito,Farrel,Senior Engineer,Quality Management
59599,Hinrich,Undy,Senior Engineer,Development
59604,Aamod,Simmel,Senior Staff,Sales
59609,Chinya,Marquardt,Senior Staff,Finance
59614,Leon,Dalphin,Senior Engineer,Development
59615,Rosli,Beidas,Staff,Sales
59617,Stafford,Budinsky,Senior Staff,Customer Service
59624,Pranas,Kieras,Senior Staff,Human Resources
59629,Heeju,Swab,Senior Engineer,Production
59630,Christoper,Gruenwald,Senior Staff,Marketing
59632,Hausi,Manders,Senior Staff,Sales
59637,Jongsuk,Michaels,Staff,Finance
59640,Zita,Hiltgen,Staff,Finance
59643,Eben,Cannard,Senior Engineer,Production
59644,Jolita,Cools,Senior Engineer,Production
59646,Hyuckchul,Taubenfeld,Senior Engineer,Production
59647,Guttorm,Hellwagner,Senior Engineer,Quality Management
59652,Ebbe,Guardalben,Senior Staff,Marketing
59655,Richard,Kakkar,Senior Staff,Sales
59656,Koldo,Nicolson,Technique Leader,Production
59657,Yunming,Akiyama,Technique Leader,Development
59658,Nagui,Cincotta,Senior Engineer,Development
59660,Jaana,Mateescu,Senior Engineer,Production
59668,Shim,Murrill,Senior Engineer,Development
59669,Marlo,Heiserman,Senior Engineer,Development
59673,Marla,Merks,Senior Staff,Sales
59675,Kwangho,Hutter,Staff,Customer Service
59677,Xumin,Penz,Staff,Sales
59678,Mats,Felcyn,Senior Engineer,Development
59686,Eric,Zobel,Senior Engineer,Production
59687,Richara,Lenart,Senior Engineer,Production
59690,Boalin,Gewali,Senior Engineer,Quality Management
59693,Cedric,Penz,Senior Staff,Sales
59697,Mona,Hoppenstand,Senior Staff,Customer Service
59698,Christophe,Rodier,Senior Engineer,Development
59701,Heekeun,Passafiume,Senior Engineer,Development
59702,Zissis,Basart,Technique Leader,Production
59711,Khoa,Jayawardene,Senior Staff,Customer Service
59712,Xuejia,Duclos,Senior Engineer,Production
59713,Howell,Nyrup,Engineer,Development
59714,Francesca,Ressouche,Senior Engineer,Development
59718,Kinh,Maraist,Senior Engineer,Customer Service
59726,Bezalel,Syrotiuk,Technique Leader,Development
59727,Keiichiro,Uhrik,Senior Engineer,Production
59729,Supot,Savasere,Technique Leader,Development
59730,Mack,Merli,Senior Engineer,Production
59733,Kaijung,Keustermans,Senior Engineer,Production
59737,Matk,Jansen,Senior Staff,Sales
59750,Mohd,Bala,Assistant Engineer,Development
59753,Dung,Whitcomb,Engineer,Development
59755,Taiji,Ibel,Staff,Sales
59757,Duangkaew,Terkki,Senior Staff,Customer Service
59762,Georg,Jiafu,Engineer,Development
59765,Olivera,Pargas,Senior Engineer,Development
59768,Yannik,Moehrke,Engineer,Development
59775,Shaz,Serov,Senior Staff,Marketing
59778,Faiza,Isard,Engineer,Production
59780,Kish,Verhaegen,Senior Engineer,Development
59781,Muneo,Waschkowski,Senior Staff,Research
59786,Gennadi,Swan,Engineer,Development
59791,Mani,Brickell,Senior Engineer,Production
59792,Fayez,Plesums,Senior Staff,Marketing
59795,Nadjib,Muhlberg,Assistant Engineer,Development
59802,Huiqun,Tomescu,Staff,Marketing
59803,Bojan,Dulin,Senior Engineer,Development
59806,Avishai,Koyama,Senior Staff,Finance
59808,Yakkov,Rubsam,Senior Staff,Finance
59810,Amalendu,Anido,Engineer,Production
59816,Yagil,Provine,Senior Engineer,Quality Management
59827,Heping,Melton,Engineer,Production
59830,Qunsheng,Thiria,Senior Staff,Sales
59831,Adel,Chartres,Senior Engineer,Development
59846,Vasilii,Weiland,Senior Engineer,Research
59849,Georgy,Heystek,Senior Staff,Marketing
59851,Kazuhito,Anily,Senior Engineer,Development
59858,Tristan,Aamodt,Assistant Engineer,Production
59863,Dannz,Montresor,Senior Engineer,Production
59869,Zsolt,Riefers,Senior Staff,Marketing
59870,Geraldo,Anily,Assistant Engineer,Quality Management
59873,Bader,Stranks,Engineer,Production
59874,Khue,Lovengreen,Senior Staff,Sales
59875,Arup,Pargas,Senior Staff,Sales
59877,Marie,Fetvedt,Senior Engineer,Production
59882,Shahab,Geffroy,Senior Staff,Sales
59886,Alselm,Lindenbaum,Senior Engineer,Development
59894,Bouchung,Peral,Staff,Human Resources
59896,Chiradeep,Mellouli,Senior Staff,Customer Service
59900,Kellie,Encarnacion,Senior Staff,Finance
59903,Hatsukazu,Rabejac,Senior Staff,Human Resources
59905,Jacopo,Emden,Senior Engineer,Development
59909,Shugo,Narlikar,Engineer,Development
59912,Herb,Vieri,Senior Staff,Research
59914,Mabry,Pleszkun,Engineer,Development
59918,Tadahiro,Lindqvist,Senior Staff,Human Resources
59923,Brewster,Vitiello,Assistant Engineer,Quality Management
59924,Toshimori,Acton,Engineer,Production
59925,Tesuro,Hemaspaandra,Senior Engineer,Research
59930,Steve,Braccini,Senior Engineer,Production
59934,Debatosh,Kusakabe,Engineer,Development
59940,Anyuan,Noriega,Senior Engineer,Quality Management
59942,Ibibia,Baja,Senior Staff,Sales
59951,Otmar,Frolund,Senior Staff,Customer Service
59956,Hailing,Swick,Senior Engineer,Development
59962,Zorica,Kusakari,Engineer,Development
59963,Odinaldo,Zuberek,Staff,Marketing
59966,Steen,Salvesen,Technique Leader,Production
59967,Michaela,Heemskerk,Senior Engineer,Development
59969,Xuejia,Mattern,Senior Staff,Customer Service
59973,Dipankar,Perl,Assistant Engineer,Development
59976,Chuanti,Ibel,Senior Engineer,Development
59979,Vatsa,Asrin,Senior Engineer,Development
59983,Youngkon,Azevdeo,Staff,Research
59985,Teunis,Gyorkos,Senior Staff,Human Resources
59987,Torsten,Conti,Senior Engineer,Production
59990,Manibrata,Reistad,Senior Staff,Sales
60000,Heekeun,Emmart,Engineer,Development
60006,Itzchak,Encarnacion,Senior Staff,Sales
60007,Chanjung,Borovoy,Senior Engineer,Development
60010,Tristan,Montresor,Engineer,Development
60011,Inderjeet,Swan,Senior Engineer,Research
60012,Taegyun,Snedden,Senior Staff,Finance
60014,Odinaldo,Ibel,Engineer,Production
60017,Rosli,Henders,Senior Engineer,Production
60019,Pantung,Ranum,Engineer,Production
60025,Arnould,Conde,Senior Engineer,Production
60029,Reinhard,Acton,Senior Engineer,Quality Management
60030,Genki,Iisaka,Staff,Customer Service
60031,Avishai,Birrer,Senior Engineer,Development
60036,Tuval,Stifter,Senior Staff,Sales
60040,Muneo,Copas,Senior Staff,Sales
60047,Tetsurou,Kilgore,Engineer,Development
60049,Berry,Baaleh,Senior Engineer,Development
60051,Miyeon,Giarratana,Senior Staff,Finance
60054,Nalini,Haldar,Engineer,Development
60055,Miyeon,Msuda,Staff,Human Resources
60057,Masato,Mungall,Senior Engineer,Production
60063,Danil,Vieth,Senior Staff,Customer Service
60065,Berthier,Walstra,Staff,Marketing
60069,Irena,Nilsson,Senior Staff,Human Resources
60070,Demos,Speel,Senior Engineer,Production
60075,Angus,Levasseur,Senior Engineer,Research
60078,Barry,Sullins,Senior Engineer,Production
60081,Berna,Kulisch,Senior Engineer,Production
60085,Martine,Solovay,Senior Staff,Finance
60087,Lidong,McFarlan,Senior Engineer,Development
60091,Surveyors,Bade,Senior Staff,Customer Service
60094,Zhiguo,Kroft,Engineer,Development
60096,Eirik,Peot,Senior Staff,Customer Service
60098,Gaetan,Terekhov,Senior Engineer,Production
60099,Gay,Serre,Senior Staff,Marketing
60105,Gio,Barbanera,Assistant Engineer,Development
60110,Sasan,Tetzlaff,Senior Engineer,Production
60114,Shan,Vidya,Senior Staff,Human Resources
60116,Mahendra,Duclos,Senior Staff,Production
60117,Peer,Quadeer,Senior Staff,Marketing
60122,Roselyn,Serna,Senior Staff,Customer Service
60127,Tetsurou,Gecseg,Senior Engineer,Development
60138,Baruch,Moehrke,Senior Engineer,Production
60141,Bartek,Undy,Senior Staff,Research
60142,Vincent,Roohalamini,Senior Staff,Customer Service
60145,Shigeu,Reutenauer,Technique Leader,Development
60149,Augustine,Pillow,Staff,Research
60151,Subhada,Range,Technique Leader,Development
60157,Marin,Polupanov,Senior Engineer,Development
60159,Yunming,Bergere,Senior Staff,Customer Service
60160,Masaru,Gladwell,Senior Staff,Human Resources
60166,Keiichiro,Lund,Staff,Customer Service
60167,Phuoc,Hettesheimer,Engineer,Development
60168,Kwangho,Chimia,Senior Staff,Marketing
60176,Heon,Panwar,Senior Engineer,Production
60177,Pranas,Cunliffe,Senior Engineer,Development
60179,Greger,Crouzet,Senior Engineer,Development
60184,Miquel,Vakili,Senior Staff,Sales
60186,Marsal,Kitai,Assistant Engineer,Development
60188,Padma,Erva,Senior Engineer,Production
60195,Sajjan,Munawer,Senior Engineer,Production
60196,Yoshimitsu,Businaro,Senior Staff,Human Resources
60203,Frazer,Birnbaum,Staff,Sales
60206,JoAnne,Karunanithi,Senior Engineer,Development
60211,Toney,Petereit,Senior Staff,Customer Service
60213,Niclas,Benzaken,Senior Staff,Sales
60215,Sreenivas,Schwartzbauer,Senior Staff,Customer Service
60218,Shaowei,Cangellaris,Senior Staff,Research
60220,Mahmut,Milicic,Engineer,Development
60224,Jingling,Ramsak,Senior Staff,Sales
60226,Moti,Mukaidono,Senior Engineer,Quality Management
60230,Naftali,Gecseg,Senior Staff,Sales
60234,Goncalo,Bultermann,Engineer,Development
60235,Boriana,Bojadziev,Senior Staff,Sales
60238,Erzsebet,Claffy,Staff,Marketing
60241,Sarita,Naudin,Senior Engineer,Production
60244,Hyuckchul,Junet,Engineer,Development
60249,Greger,Wendorf,Senior Staff,Marketing
60252,Zhenbing,Gyorkos,Senior Engineer,Production
60261,Ramzi,Neimat,Senior Engineer,Development
60264,Ymte,Nivat,Engineer,Development
60272,Aram,Mukaidono,Senior Engineer,Production
60274,Zengping,Landherr,Senior Engineer,Production
60282,Tsvetan,Boguraev,Senior Engineer,Production
60284,Ziva,Baez,Senior Staff,Development
60287,Parviz,Ramsey,Senior Staff,Customer Service
60289,Subhada,Horswill,Senior Engineer,Production
60295,Dulce,Vanwelkenhuysen,Senior Staff,Marketing
60298,Weiru,Prenel,Technique Leader,Development
60311,Houman,Ramsak,Senior Staff,Research
60316,Maia,Welham,Senior Engineer,Development
60319,Marla,Beetstra,Senior Engineer,Development
60321,Pranay,Rikino,Senior Staff,Marketing
60328,Shugo,Strehl,Senior Engineer,Development
60329,Oldrich,Kaltofen,Engineer,Development
60334,Chikara,Crooks,Senior Staff,Customer Service
60336,Sushant,Rindone,Senior Staff,Research
60341,Shigenori,Kalafatis,Assistant Engineer,Production
60344,Siamak,Zockler,Technique Leader,Production
60348,Chrisa,Narahari,Senior Staff,Finance
60360,Zejun,Flowers,Staff,Marketing
60361,Vitali,Vieri,Senior Staff,Sales
60367,Toney,Chaudhuri,Technique Leader,Production
60369,Goh,Halevi,Senior Staff,Sales
60375,Eric,Akaboshi,Staff,Human Resources
60386,Xinyu,Shigei,Senior Staff,Customer Service
60387,Genta,Seuren,Senior Staff,Sales
60390,Rayond,Junot,Senior Staff,Production
60392,Ibibia,Viele,Senior Engineer,Development
60394,Vasilis,Karnin,Senior Staff,Finance
60398,Maia,Swiss,Senior Staff,Customer Service
60401,Laurentiu,Randt,Senior Engineer,Development
60406,Younwoo,Rosin,Senior Engineer,Production
60413,Renny,Assaf,Senior Staff,Sales
60415,Erzsebet,Baez,Senior Engineer,Production
60422,Almudena,Rajala,Senior Staff,Customer Service
60431,Sashi,Piazza,Technique Leader,Production
60433,Sachem,Zyda,Staff,Customer Service
60437,Flemming,Rohrbach,Senior Engineer,Development
60443,Shichao,Beutelspacher,Senior Staff,Research
60448,Piyush,Irland,Senior Staff,Sales
60451,Ziya,Garnier,Senior Staff,Human Resources
60459,Honglan,Breugel,Senior Staff,Research
60461,Duke,Lakshmanan,Senior Staff,Research
60466,Heng,Kropp,Senior Engineer,Quality Management
60467,Matt,Rathonyi,Senior Engineer,Development
60474,Roselyn,Preusig,Senior Staff,Sales
60484,Guoxiang,Barinka,Engineer,Development
60485,Hinrich,Babb,Senior Staff,Sales
60491,Danae,Peyn,Senior Engineer,Production
60498,Kauko,Vidal,Engineer,Development
60499,Takahira,Zultner,Senior Staff,Human Resources
60500,Kazuhide,Muhling,Senior Engineer,Production
60506,Arve,Demian,Senior Engineer,Development
60509,Mariangiola,Falco,Senior Staff,Marketing
60515,Chinho,Krichel,Assistant Engineer,Development
60531,Manohar,Karlin,Engineer,Production
60535,Chirstian,Perz,Senior Engineer,Production
60546,Make,Ramsay,Technique Leader,Development
60548,Baziley,Czap,Technique Leader,Production
60549,Domenico,Varman,Engineer,Development
60550,Tianruo,Bolsens,Senior Staff,Production
60552,Chikara,Rodham,Staff,Human Resources
60555,Kayoko,Aloisi,Senior Engineer,Development
60556,Nechama,Remmers,Staff,Sales
60558,Gor,Georg,Senior Engineer,Development
60559,Jeanna,Stemann,Senior Engineer,Production
60561,Marit,Malinowski,Engineer,Development
60562,Vasilis,Delaune,Senior Staff,Sales
60571,Huei,Pauthner,Senior Engineer,Development
60574,Vasiliy,Baak,Senior Engineer,Development
60576,Atreyi,Aloisi,Senior Engineer,Production
60580,Aiichiro,Shihab,Staff,Sales
60583,Shawna,Chepyzhov,Senior Engineer,Quality Management
60584,Amalendu,Baik,Engineer,Production
60591,Gill,Benzaken,Senior Engineer,Development
60593,Mahmut,Servieres,Engineer,Development
60595,Flemming,Kamber,Engineer,Development
60603,Shahid,Badache,Senior Staff,Customer Service
60604,Zengping,Grospietsch,Senior Staff,Human Resources
60609,Herb,Mansanne,Senior Staff,Marketing
60612,Serap,Ventosa,Senior Staff,Research
60614,Kish,Hooghiemstra,Engineer,Quality Management
60615,Guozhong,Pollacia,Senior Staff,Sales
60618,Roddy,Brickell,Senior Engineer,Development
60619,Keung,Luders,Engineer,Customer Service
60622,Hisao,McConalogue,Senior Staff,Sales
60625,Ronghao,Weedman,Senior Staff,Sales
60628,Hugo,Schueller,Senior Engineer,Research
60631,Khue,Marletta,Senior Staff,Sales
60635,Khue,Callaway,Senior Staff,Sales
60640,Ennio,Ohori,Senior Engineer,Development
60651,Along,Velardi,Senior Staff,Sales
60657,Susanne,Ghelli,Technique Leader,Development
60658,Nevio,Raney,Senior Staff,Human Resources
60662,Hiroyasu,Gustavson,Senior Engineer,Production
60666,Christoph,Krichel,Technique Leader,Development
60667,Niclas,Dayana,Senior Engineer,Production
60668,Tristan,Shihab,Staff,Customer Service
60672,Aram,Belinskaya,Engineer,Production
60674,Dines,Khasidashvili,Senior Staff,Finance
60684,Felicidad,Sadowski,Technique Leader,Production
60685,Khedija,Ullian,Senior Engineer,Development
60690,Gudjon,Taneja,Engineer,Development
60691,IEEE,Juneja,Technique Leader,Development
60694,Guangming,Rullman,Senior Staff,Customer Service
60702,Wayne,Herbst,Senior Engineer,Quality Management
60703,Murthy,Strandh,Senior Staff,Sales
60704,Arch,Perri,Engineer,Production
60706,Rasikan,Demizu,Senior Engineer,Production
60709,Tsutomu,Dusink,Staff,Sales
60721,Macha,Olano,Staff,Sales
60725,Ioana,Gils,Senior Engineer,Production
60726,Susanna,Heydon,Staff,Human Resources
60727,Basim,Deverell,Senior Staff,Sales
60728,Jessie,Kalefeld,Senior Staff,Marketing
60744,Marc,Laurillard,Senior Staff,Marketing
60745,Roddy,Gischer,Senior Staff,Sales
