emp_no,first_name,last_name,birthdate,gender,hire_date,dept_no,dept_name
81438,Mack,McClure,1955-05-30,F,1986-06-17,d005,Development
81440,Fumitake,Melski,1955-04-18,F,1985-03-09,d004,Production
81449,Arve,Halloran,1952-04-29,M,1988-01-11,d009,Customer Service
81466,Zejun,Krone,1955-02-23,F,1985-10-27,d005,Development
81468,Aiman,Bodoff,1955-11-10,F,1987-05-16,d005,Development
81479,Girolamo,Vuskovic,1953-11-24,F,1985-11-04,d005,Development
81494,Hatsukazu,Litzkow,1954-03-16,F,1986-11-21,d005,Development
81503,Kolar,Rabejac,1952-09-25,M,1987-10-24,d004,Production
81508,Bokyung,Janocha,1953-07-07,F,1985-12-17,d002,Finance
81509,Munehiko,Trachtenberg,1952-06-22,F,1986-02-18,d004,Production
81509,Munehiko,Trachtenberg,1952-06-22,F,1986-02-18,d006,Quality Management
81510,Mamdouh,Penttonen,1955-04-05,M,1988-04-08,d007,Sales
81517,Xiong,Reutenauer,1955-11-12,F,1988-01-27,d007,Sales
81527,Arnd,Bouloucos,1955-09-01,M,1985-07-09,d007,Sales
81537,Beshir,Pezzoli,1955-08-10,F,1986-07-07,d002,Finance
81543,Jianhui,Ishibashi,1954-06-16,M,1988-11-21,d002,Finance
81549,Takahira,Leslie,1952-05-31,M,1987-11-04,d004,Production
81553,Adin,Fortenbacher,1952-05-05,M,1985-11-04,d009,Customer Service
81564,Martijn,Michaels,1955-07-13,M,1985-04-16,d005,Development
81564,Martijn,Michaels,1955-07-13,M,1985-04-16,d008,Research
81572,Ingemar,DiGiano,1952-09-09,F,1987-07-07,d005,Development
81587,Mani,Pluym,1953-10-28,M,1988-02-14,d004,Production
81589,Bernd,Wilfing,1953-12-14,F,1988-06-03,d004,Production
81592,Monique,Rehfuss,1953-06-10,M,1985-09-30,d007,Sales
81594,Saddek,Spinelli,1952-06-03,M,1987-04-22,d005,Development
81599,Oldrich,Emmerich,1954-06-18,F,1986-03-23,d009,Customer Service
81603,Suzette,Zuberek,1955-09-17,M,1988-02-04,d007,Sales
81645,Jasminko,Reinhart,1952-11-11,F,1986-09-21,d004,Production
81648,Jungsoon,Doering,1953-12-14,M,1985-02-19,d004,Production
81649,Xuedong,Krohn,1954-12-11,M,1986-04-18,d001,Marketing
81653,Adit,Brobst,1954-01-12,M,1985-12-20,d004,Production
81658,Rosine,Pearson,1955-08-04,M,1987-04-20,d005,Development
81660,Arno,Schaap,1952-05-13,M,1986-01-29,d005,Development
81660,Arno,Schaap,1952-05-13,M,1986-01-29,d008,Research
81672,Kazuhito,Aloia,1952-04-05,M,1988-07-28,d005,Development
81676,Sham,Wrigley,1953-10-06,M,1985-03-29,d008,Research
81710,Girolamo,Hennings,1952-10-05,M,1988-05-31,d001,Marketing
81717,Toney,Anguita,1955-06-05,M,1987-10-16,d001,Marketing
81717,Toney,Anguita,1955-06-05,M,1987-10-16,d007,Sales
81730,Sergi,DuBourdieux,1954-07-31,M,1985-10-16,d007,Sales
81747,Vitali,Tanemo,1954-06-26,M,1986-05-19,d002,Finance
81751,Ulises,Salinas,1954-09-11,F,1987-07-23,d003,Human Resources
81755,Peer,Beeson,1953-02-05,F,1985-12-31,d005,Development
81755,Peer,Beeson,1953-02-05,F,1985-12-31,d009,Customer Service
81767,Augustine,Matzov,1955-06-15,F,1988-10-17,d002,Finance
81785,Patricia,Rando,1952-10-23,M,1987-01-24,d002,Finance
81785,Patricia,Rando,1952-10-23,M,1987-01-24,d003,Human Resources
81805,Gianluca,Bail,1952-06-01,M,1988-02-16,d004,Production
81810,Baruch,Schaap,1953-10-18,F,1985-04-12,d005,Development
81815,Chaitali,Kuhnemann,1954-06-28,M,1988-04-30,d004,Production
81815,Chaitali,Kuhnemann,1954-06-28,M,1988-04-30,d005,Development
81817,Demos,Aloia,1952-05-27,M,1988-06-12,d004,Production
81839,Leah,Curless,1954-11-23,M,1986-11-25,d004,Production
81847,Ymte,Figueira,1954-01-26,F,1985-08-04,d006,Quality Management
81849,Debatosh,Bednarek,1953-08-28,M,1985-04-08,d007,Sales
81851,Dante,Heystek,1952-12-30,F,1987-12-26,d005,Development
81856,Masamitsu,Maierhofer,1953-10-12,M,1986-03-31,d001,Marketing
81861,Tesuro,Walstra,1953-02-26,F,1988-11-15,d005,Development
81872,Shin,Pashtan,1955-01-03,M,1987-02-04,d004,Production
81876,Chenye,Shackell,1954-03-04,M,1987-10-29,d001,Marketing
81896,Kwan,Bashian,1954-11-26,F,1988-05-04,d004,Production
81900,Mario,Bernatsky,1955-08-20,M,1986-10-19,d005,Development
81900,Mario,Bernatsky,1955-08-20,M,1986-10-19,d008,Research
81907,Jouko,Merkl,1952-03-19,M,1988-12-07,d001,Marketing
81940,Ioana,Siksek,1953-06-08,F,1986-01-15,d005,Development
81973,Shigenori,Panienski,1954-07-21,M,1987-08-22,d007,Sales
81981,Weicheng,Welham,1952-12-29,F,1988-07-18,d005,Development
81988,Lene,Pews,1952-12-26,M,1986-04-15,d007,Sales
81998,Mari,Iwayama,1952-03-24,M,1988-05-25,d007,Sales
81999,Mabhin,Vigier,1953-08-20,M,1987-05-22,d001,Marketing
82002,King,Farris,1953-07-05,F,1985-05-23,d001,Marketing
82003,Saeko,Tomescu,1954-11-28,M,1987-02-26,d005,Development
82014,Quingbo,Ariola,1955-11-29,F,1987-07-29,d006,Quality Management
82024,Yongqiao,Grospietsch,1952-07-18,M,1986-11-04,d004,Production
82027,Henk,Ellozy,1954-12-31,M,1986-12-05,d007,Sales
82040,Avishai,Velasco,1954-10-05,F,1988-12-29,d004,Production
82045,Tse,Bolsens,1954-10-03,M,1986-07-31,d005,Development
82052,Lidong,Rahier,1952-05-16,F,1987-07-13,d007,Sales
82059,Satosi,Ecklund,1954-02-26,M,1985-03-26,d008,Research
82060,Arvind,Michaeli,1954-01-20,F,1985-08-27,d004,Production
82063,Shaunak,Plump,1954-05-27,M,1985-11-27,d004,Production
82063,Shaunak,Plump,1954-05-27,M,1985-11-27,d006,Quality Management
82065,Christophe,Anger,1952-05-15,M,1987-06-08,d005,Development
82066,Masasuke,Birch,1954-09-14,M,1988-01-17,d008,Research
82107,Gunilla,Heping,1952-04-07,F,1985-12-22,d007,Sales
82110,Vugranam,Gecsel,1954-05-29,M,1986-04-11,d007,Sales
82116,Chiradeep,Shiratori,1953-02-04,M,1986-09-18,d005,Development
82123,Tokuyasu,Dayana,1952-10-20,F,1987-09-24,d005,Development
82131,Mayuko,Kulisch,1954-05-16,M,1987-07-30,d008,Research
82137,Panayotis,Thibadeau,1952-08-04,F,1985-03-17,d003,Human Resources
82139,Satoru,Zucker,1953-04-18,F,1985-12-17,d005,Development
82144,Marek,Dusink,1953-05-27,M,1986-10-22,d008,Research
82145,Zhongwei,Pagter,1955-09-10,M,1986-12-07,d007,Sales
82151,Keiichiro,Terekhov,1953-11-02,F,1988-08-23,d008,Research
82162,Shigeo,Kroft,1955-03-21,M,1986-06-06,d005,Development
82187,Stevo,Marakhovsky,1955-07-09,M,1986-04-13,d002,Finance
82194,Geoff,Eastman,1955-03-19,F,1986-05-25,d005,Development
82206,Yishay,Majewski,1953-05-30,M,1987-03-29,d004,Production
82211,Sugwoo,Melter,1952-07-08,F,1988-03-18,d004,Production
82222,Sampalli,Luit,1955-07-11,F,1985-03-07,d005,Development
82227,Xiaocheng,Sethi,1952-06-29,F,1988-01-08,d005,Development
82234,Christoper,Woycyznski,1954-06-08,F,1985-12-06,d006,Quality Management
82237,Shen,Zaccaria,1955-12-16,F,1986-03-14,d001,Marketing
82252,Kwangyoen,Edelhoff,1955-08-04,M,1988-01-20,d004,Production
82255,Amabile,Sudbeck,1953-11-13,M,1986-01-17,d009,Customer Service
82257,Hugo,Linares,1954-07-31,M,1985-04-10,d004,Production
82263,Vishv,Haumacher,1953-07-31,F,1987-07-06,d007,Sales
82276,Frederique,Genin,1955-06-15,M,1988-01-07,d009,Customer Service
82278,Tomokazu,Murillo,1955-11-05,M,1986-01-15,d007,Sales
82295,Manohar,Parfitt,1955-09-02,F,1985-10-01,d005,Development
82305,Mahmut,Biros,1954-02-23,M,1988-01-16,d004,Production
82309,Hideyuki,Ramsak,1954-10-27,M,1986-11-04,d007,Sales
82310,Jinxi,Panangaden,1953-06-18,F,1985-02-21,d005,Development
82318,Branimir,Hashii,1953-01-18,F,1986-03-20,d001,Marketing
82324,Ashish,Knightly,1953-09-25,F,1986-04-12,d007,Sales
82339,Jeanna,Schrift,1954-09-26,F,1988-01-15,d005,Development
82349,Tsz,Birjandi,1954-10-14,M,1986-10-21,d001,Marketing
82350,Nahla,Stifter,1954-11-19,F,1987-11-07,d005,Development
82354,Badri,Trogemann,1953-03-10,F,1985-10-27,d002,Finance
82367,Miyeon,Halloran,1954-03-22,M,1986-11-02,d007,Sales
82371,Frederique,Erev,1952-04-21,M,1986-05-17,d007,Sales
82379,Sanjai,Bala,1955-06-29,M,1985-03-15,d006,Quality Management
82385,Sanjai,Biran,1952-04-23,F,1986-12-17,d007,Sales
82388,Munehiko,Zucker,1953-12-06,F,1988-04-18,d005,Development
82391,Mayuko,McAffer,1954-08-10,M,1987-12-20,d007,Sales
82397,Mart,Peris,1952-12-27,F,1987-04-11,d007,Sales
82419,Karoline,Rindone,1955-02-21,F,1988-05-16,d004,Production
82422,Tesuya,Falby,1953-05-06,F,1985-03-30,d001,Marketing
82434,Bojan,Mullainathan,1955-12-29,M,1988-01-14,d004,Production
82443,Vincent,Perry,1954-06-16,M,1986-02-14,d005,Development
82457,Vidar,Pauthner,1955-09-29,M,1987-03-06,d005,Development
82460,Claude,Zhang,1952-08-08,F,1985-05-09,d004,Production
82478,Vishwani,Ginneken,1955-04-19,F,1985-03-19,d005,Development
82491,Lalit,Lorho,1954-08-09,M,1988-04-19,d005,Development
82495,Jahangir,Perly,1955-11-09,M,1988-02-29,d003,Human Resources
82530,Ioana,Morton,1954-02-16,M,1986-09-28,d009,Customer Service
82540,Aleksander,Bratten,1955-02-26,F,1985-07-04,d004,Production
82544,Eberhardt,Keirsey,1954-02-11,M,1987-04-08,d001,Marketing
82553,Barry,Georgakopoulos,1952-03-21,M,1987-05-03,d001,Marketing
82553,Barry,Georgakopoulos,1952-03-21,M,1987-05-03,d009,Customer Service
82555,Fabrizio,Kavraki,1953-06-23,M,1986-04-14,d005,Development
82557,Cheong,McClure,1952-09-12,M,1985-02-06,d004,Production
82566,Mary,Portugali,1952-02-24,M,1987-09-13,d004,Production
82568,Giri,Flanders,1953-11-25,F,1987-05-09,d008,Research
82571,Padma,Argence,1953-12-23,M,1987-06-16,d005,Development
82572,Moie,Brattka,1953-12-31,F,1985-04-01,d001,Marketing
82573,Genevieve,Berendt,1952-11-26,M,1988-07-20,d001,Marketing
82573,Genevieve,Berendt,1952-11-26,M,1988-07-20,d007,Sales
82585,Berry,Bodoff,1952-10-06,M,1986-06-28,d009,Customer Service
82591,Ugo,Lampe,1954-05-30,M,1987-08-08,d004,Production
82595,Valdiodio,Zeleznik,1953-08-02,M,1987-12-15,d009,Customer Service
82598,Palash,Chenoweth,1954-11-03,M,1985-05-25,d004,Production
82601,Munehiko,Nitto,1954-07-28,M,1988-07-01,d005,Development
82601,Munehiko,Nitto,1954-07-28,M,1988-07-01,d006,Quality Management
82626,Adit,Reeken,1955-07-07,M,1988-11-01,d004,Production
82634,Volkmar,Plesums,1953-05-27,M,1986-01-27,d005,Development
82644,Kellyn,Pleszkun,1952-11-26,M,1987-05-23,d004,Production
82646,Shugo,Plump,1955-08-20,M,1986-07-27,d005,Development
82668,Feipei,Menhardt,1953-07-23,M,1985-10-04,d007,Sales
82678,Poorav,Haldar,1954-05-22,M,1985-04-10,d005,Development
82683,Pantung,Dayang,1954-12-29,M,1988-07-27,d008,Research
82689,Zijian,Crouzet,1955-12-24,M,1988-12-25,d005,Development
82704,Marla,Lunn,1955-01-31,M,1986-01-14,d005,Development
82705,Ingmar,Ladret,1953-11-03,M,1986-06-16,d002,Finance
82708,Rajmohan,Basagni,1954-04-19,F,1988-03-08,d002,Finance
82721,Arvind,Showalter,1953-04-18,M,1986-12-17,d001,Marketing
82737,Kien,Mamelak,1953-12-21,M,1988-10-05,d004,Production
82747,Kankanahalli,Danlos,1953-06-08,M,1985-11-15,d006,Quality Management
82751,Nirmal,Haumacher,1954-03-08,M,1986-08-08,d004,Production
82760,Weiwu,Dulay,1954-11-17,M,1987-12-12,d005,Development
82761,Mabry,Underwood,1954-02-25,F,1986-01-22,d007,Sales
82774,Aral,Maierhofer,1955-08-01,M,1988-02-28,d001,Marketing
82808,Sumant,Reinhart,1953-05-30,F,1985-09-11,d004,Production
82808,Sumant,Reinhart,1953-05-30,F,1985-09-11,d005,Development
82812,Heather,Morrey,1955-09-21,M,1986-01-22,d004,Production
82815,Alper,Ranum,1955-01-14,M,1988-05-25,d004,Production
82821,Bokyung,Cappelletti,1953-09-06,F,1987-02-17,d004,Production
82823,Geraldo,Alvarado,1955-09-27,F,1988-05-29,d006,Quality Management
82834,Kersti,Lieblein,1954-03-03,M,1985-06-05,d005,Development
82835,Jaber,Dredge,1952-06-19,M,1985-04-17,d004,Production
82849,Makato,VanScheik,1954-08-27,F,1985-03-28,d008,Research
82856,Hidefumi,Erez,1955-04-20,M,1988-07-02,d005,Development
82858,True,Taubman,1953-05-10,M,1986-06-25,d001,Marketing
82875,Domenick,Terekhov,1954-05-22,F,1987-10-21,d007,Sales
82886,Rayond,Pettis,1952-10-16,F,1986-10-04,d004,Production
82893,Junsik,Unni,1953-11-13,M,1988-07-20,d008,Research
82895,Ramya,Peck,1955-02-13,F,1988-01-21,d005,Development
82905,Domenick,Luks,1955-12-26,F,1985-08-19,d004,Production
82911,Irena,Bierman,1953-04-05,M,1988-12-18,d008,Research
82944,Alois,Gomatam,1955-05-16,F,1987-08-29,d004,Production
82970,Qiwen,Servieres,1955-06-18,M,1986-02-18,d007,Sales
82979,Magdalena,Yeung,1953-10-29,F,1986-02-26,d004,Production
82981,Fayez,Mitina,1954-01-24,M,1988-01-30,d005,Development
82992,Jixiang,Marwedel,1955-07-18,M,1986-11-12,d005,Development
82996,Shahab,Ramras,1952-05-14,M,1985-11-07,d005,Development
82998,Mary,Linares,1953-11-20,M,1985-03-26,d001,Marketing
83000,Apostol,Talmor,1952-12-11,F,1986-08-26,d004,Production
83009,Francesca,Gerteisen,1952-04-11,F,1988-01-16,d002,Finance
83018,Ohad,Kitsuregawa,1953-04-28,M,1987-12-21,d004,Production
83035,Mart,Lamparter,1954-03-01,M,1986-02-01,d004,Production
83039,Yonghong,Facello,1954-06-21,F,1988-01-30,d008,Research
83052,Henk,Whitcomb,1955-08-29,F,1987-08-09,d004,Production
83055,Kwun,Luon,1955-05-14,M,1988-12-10,d009,Customer Service
83056,Muneo,Pesch,1955-04-30,F,1988-05-24,d006,Quality Management
83057,Niteen,Passafiume,1953-06-24,M,1985-12-19,d007,Sales
83068,Cristinel,Kawashima,1952-12-21,F,1988-08-25,d004,Production
83092,Bernt,Kranzdorf,1954-06-07,F,1985-04-20,d005,Development
83106,Limsoon,Wossner,1952-09-18,F,1985-10-20,d006,Quality Management
83123,Aemilian,Randt,1953-02-08,F,1986-02-18,d008,Research
83125,Frederique,Staudhammer,1954-03-04,M,1986-05-12,d005,Development
83143,Luisa,Krupka,1955-09-07,M,1987-01-24,d005,Development
83167,Nagui,Chachaty,1952-02-20,F,1985-03-02,d002,Finance
83167,Nagui,Chachaty,1952-02-20,F,1985-03-02,d003,Human Resources
83168,Yechiam,Danner,1952-02-07,M,1987-07-08,d009,Customer Service
83179,Jaques,Ermel,1954-10-06,M,1988-09-30,d009,Customer Service
83189,Kristian,Birrer,1955-02-10,M,1987-03-28,d005,Development
83194,Vidar,Bridgland,1952-05-20,M,1988-08-30,d001,Marketing
83194,Vidar,Bridgland,1952-05-20,M,1988-08-30,d007,Sales
83210,Seongbae,Zockler,1952-05-23,F,1988-10-27,d004,Production
83230,Jaana,Lammel,1952-07-08,M,1988-11-11,d004,Production
83232,Satyanarayana,Chimia,1954-09-22,F,1988-06-21,d004,Production
83232,Satyanarayana,Chimia,1954-09-22,F,1988-06-21,d006,Quality Management
83233,Kerryn,Giarratana,1955-12-11,M,1988-07-12,d004,Production
83244,Constantine,Hiroyama,1954-06-26,F,1986-09-18,d003,Human Resources
83260,Premsyl,Markovitch,1952-09-08,M,1985-10-07,d005,Development
83260,Premsyl,Markovitch,1952-09-08,M,1985-10-07,d009,Customer Service
83284,Genta,Ghalwash,1952-12-30,M,1985-12-12,d005,Development
83294,Gudjon,Petersohn,1952-11-04,M,1987-04-23,d005,Development
83296,Pascal,Lorin,1953-06-20,F,1987-04-26,d005,Development
83304,Lenore,Pocchiola,1955-03-13,M,1985-08-02,d008,Research
83310,Tsvetan,Valette,1952-11-25,F,1987-05-01,d006,Quality Management
83326,Rajmohan,Schlegelmilch,1953-10-26,M,1987-06-01,d004,Production
83328,Ute,Demri,1953-07-23,M,1987-04-01,d005,Development
83334,Arno,Thebaut,1953-02-25,M,1985-05-31,d008,Research
83336,Ewing,Zongker,1954-10-12,F,1988-06-29,d002,Finance
83342,King,Piancastelli,1955-11-28,M,1986-05-06,d004,Production
83348,Bokyung,Kuszyk,1954-01-16,F,1986-09-16,d005,Development
83356,Vishwani,Begiun,1954-12-26,F,1985-04-05,d004,Production
83375,Anestis,Kenevan,1954-04-01,M,1988-09-22,d005,Development
83381,Dietrich,Borovoy,1952-12-18,M,1987-05-07,d004,Production
83385,Berry,Falco,1953-08-05,M,1988-03-25,d004,Production
83385,Berry,Falco,1953-08-05,M,1988-03-25,d008,Research
83392,Evgueni,Junet,1952-04-05,F,1987-03-30,d004,Production
83408,Brewster,Pettey,1954-10-20,F,1987-03-23,d005,Development
83411,Tonny,Swiss,1953-02-18,M,1986-08-19,d008,Research
83436,Ult,Serdy,1954-12-15,M,1987-12-29,d006,Quality Management
83443,Shigeu,Nooteboom,1952-03-21,M,1988-01-26,d005,Development
83448,Heping,Polajnar,1952-08-27,M,1986-02-13,d009,Customer Service
83468,Charlene,Beilner,1955-11-18,M,1985-07-05,d007,Sales
83476,Steve,Porenta,1955-02-02,F,1986-10-13,d009,Customer Service
83477,Jayson,Frijda,1955-09-29,M,1985-11-30,d004,Production
83478,Goa,Budinsky,1954-12-30,F,1986-04-06,d008,Research
83493,Oksana,Danlos,1953-12-10,M,1985-05-30,d004,Production
83506,Mohamadou,Lamma,1954-02-07,F,1987-07-01,d005,Development
83507,Shugo,Chimia,1953-11-11,M,1987-08-22,d009,Customer Service
83515,Fay,Collavizza,1953-11-29,M,1986-05-07,d004,Production
83515,Fay,Collavizza,1953-11-29,M,1986-05-07,d005,Development
83531,DAIDA,Pezzoli,1954-02-19,M,1985-10-25,d002,Finance
83540,Rafail,Andreotta,1955-03-25,M,1988-09-10,d004,Production
83546,Maha,Kawashimo,1953-03-27,M,1986-04-12,d005,Development
83557,Elvis,Candan,1953-02-28,M,1986-03-19,d005,Development
83559,Mircea,Schmittgen,1955-04-05,M,1987-08-08,d005,Development
83565,Nevio,Beidas,1952-09-24,F,1988-06-08,d008,Research
83573,Slavian,Thummel,1954-02-02,M,1986-04-16,d005,Development
83574,Gonzalo,Masamoto,1953-08-31,M,1985-10-10,d007,Sales
83576,Mayumi,Cronan,1954-10-02,M,1987-12-19,d004,Production
83583,Guadalupe,Sethi,1955-05-06,M,1988-01-20,d003,Human Resources
83584,Bojan,Weiland,1954-11-28,F,1986-02-14,d006,Quality Management
83585,Susuma,Himler,1953-02-22,M,1988-12-03,d005,Development
83592,Georgy,Baek,1952-05-01,F,1988-01-30,d004,Production
83595,Divine,Koshino,1953-07-04,M,1986-03-25,d005,Development
83600,Muzhong,Mayerwieser,1955-08-02,F,1988-07-29,d004,Production
83614,Takanari,Schach,1955-11-05,M,1985-10-05,d004,Production
83626,Reuven,Maccarone,1955-10-31,M,1987-02-01,d005,Development
83629,Tamiya,Fabrizio,1953-06-01,M,1987-06-10,d004,Production
83634,Danae,Randi,1954-04-30,F,1985-06-24,d001,Marketing
83634,Danae,Randi,1954-04-30,F,1985-06-24,d003,Human Resources
83643,Jinxi,Tsukune,1953-07-12,M,1986-01-05,d005,Development
83650,Mariangiola,Raoux,1954-05-05,F,1988-03-13,d005,Development
83669,Kasidit,Zlotek,1952-06-13,M,1986-09-07,d004,Production
83698,Adib,Krohn,1955-03-13,M,1985-11-17,d003,Human Resources
83699,Fayez,Luby,1953-08-14,M,1987-05-20,d008,Research
83715,Zeydy,Steinauer,1952-03-30,M,1985-12-23,d004,Production
83730,Dharmaraja,Lorie,1952-10-14,M,1985-12-20,d007,Sales
83747,Kristine,Schwabacher,1955-01-12,F,1985-08-26,d008,Research
83748,Hyuncheol,Molberg,1955-12-13,F,1985-06-16,d005,Development
83753,Sachar,Liedekerke,1955-12-09,M,1988-02-09,d004,Production
83756,Constantijn,Esposito,1955-04-04,M,1986-06-13,d005,Development
83757,Radhia,Zielinski,1953-06-12,M,1986-03-20,d005,Development
83768,Mark,Ariola,1954-07-11,M,1986-03-05,d007,Sales
83778,Premsyl,Nitto,1953-05-16,M,1985-02-03,d007,Sales
83787,Xuejia,Lanzelotte,1955-03-30,F,1985-08-19,d007,Sales
83792,Otmar,Nishimukai,1953-08-26,F,1987-09-11,d008,Research
83797,Kazuhisa,Fontan,1952-09-08,F,1985-05-29,d007,Sales
83798,Shigeo,Kropp,1954-11-25,M,1986-07-03,d005,Development
83804,Iara,Kragelund,1954-04-30,M,1988-02-07,d005,Development
83806,Froduald,Kumaresan,1952-11-04,M,1986-12-27,d005,Development
83808,Danel,Setiz,1953-04-12,M,1987-01-23,d007,Sales
83822,Menkae,Haddadi,1952-05-24,F,1986-09-07,d006,Quality Management
83829,Cristinel,Zielinski,1952-09-13,M,1986-03-15,d007,Sales
83845,Franziska,Chleq,1955-07-25,M,1988-02-26,d008,Research
83849,Shaleah,Schwartzburd,1955-09-01,M,1987-05-11,d005,Development
83849,Shaleah,Schwartzburd,1955-09-01,M,1987-05-11,d008,Research
83850,Mooi,Bugaenko,1954-07-19,M,1986-04-17,d007,Sales
83856,Udi,Ernst,1954-03-16,M,1986-03-31,d001,Marketing
83858,Gregory,Matzke,1952-05-19,M,1987-04-15,d004,Production
83873,Jaihie,Bednarek,1953-05-19,M,1987-04-14,d002,Finance
83873,Jaihie,Bednarek,1953-05-19,M,1987-04-14,d003,Human Resources
83875,Neelam,Herber,1953-11-02,F,1987-09-17,d009,Customer Service
83881,Gino,Michaels,1952-05-30,F,1987-06-02,d005,Development
83887,Doohun,Ciolek,1952-12-07,F,1985-03-17,d002,Finance
83895,Hyuncheol,Pettey,1952-03-12,M,1988-03-27,d005,Development
83898,Erzsebet,England,1953-05-06,M,1985-09-04,d005,Development
83905,Alejandra,Savasere,1954-01-30,F,1987-05-13,d009,Customer Service
83910,Zdislav,Flexer,1954-10-09,F,1988-12-25,d005,Development
83913,Xuejia,Mitsuhashi,1955-11-21,M,1986-12-22,d004,Production
83923,Bedir,Garnham,1953-06-23,F,1985-12-05,d004,Production
83928,Paraskevi,Apsitis,1955-04-03,F,1987-10-30,d001,Marketing
83928,Paraskevi,Apsitis,1955-04-03,F,1987-10-30,d009,Customer Service
83934,Mabhin,Edelhoff,1954-05-21,M,1986-12-13,d005,Development
83947,Lucien,Usdin,1955-04-25,M,1986-10-20,d005,Development
83949,Tomokazu,Biran,1953-01-15,M,1988-01-10,d004,Production
83968,Giap,Rando,1955-11-06,M,1985-08-31,d005,Development
83977,Masali,Yetim,1955-01-28,F,1988-02-11,d007,Sales
83980,Zhigen,Vrecion,1952-06-29,M,1987-06-24,d004,Production
83984,Mingsen,Pluym,1955-08-18,M,1988-10-30,d002,Finance
83986,Danae,Cusworth,1953-09-07,M,1987-04-09,d001,Marketing
83988,Georg,Kruskal,1952-10-19,M,1985-04-16,d003,Human Resources
84000,Val,Antonakopoulos,1954-03-22,M,1985-03-02,d005,Development
84001,Badri,Facello,1955-06-02,F,1985-06-14,d005,Development
84012,Marko,Salvesen,1954-08-18,M,1985-08-19,d004,Production
84021,Parviz,Bierbaum,1955-08-07,M,1985-08-01,d009,Customer Service
84025,Ugo,Ariola,1954-10-02,M,1987-01-20,d004,Production
84042,Gita,Maraist,1953-05-12,M,1988-09-15,d003,Human Resources
84048,Lillian,Portugali,1953-03-13,M,1985-06-21,d004,Production
84051,Kirk,Taubman,1952-08-08,M,1988-02-03,d007,Sales
84059,Lidong,Hofting,1955-03-03,F,1987-06-07,d005,Development
84061,Khaled,Gopalakrishnan,1953-05-19,M,1985-07-31,d002,Finance
84062,Shuichi,Comyn,1953-07-06,F,1985-07-17,d004,Production
84066,Jianhui,Thambidurai,1953-09-15,M,1987-08-15,d005,Development
84093,Masamitsu,Cronau,1955-09-24,F,1988-02-11,d004,Production
84095,Ziyad,Boudaillier,1955-06-25,F,1988-09-29,d009,Customer Service
84098,Shalesh,Merle,1952-12-23,M,1987-03-23,d007,Sales
84114,Gaetan,Naudin,1954-07-25,F,1988-07-09,d005,Development
84137,Genevieve,Baik,1953-06-02,M,1987-10-18,d009,Customer Service
84138,Jovan,Maginnis,1955-06-30,M,1986-05-06,d005,Development
84144,Radhia,Wursthorn,1954-06-22,F,1987-03-24,d001,Marketing
84160,Jaideep,Sherertz,1954-06-08,M,1985-06-22,d002,Finance
84188,Serenella,Holburn,1953-02-04,M,1988-11-05,d005,Development
84202,Atreye,Serre,1953-11-16,M,1985-10-29,d005,Development
84214,Van,Chaudhuri,1955-02-09,M,1987-05-14,d005,Development
84219,DeForest,Vuskovic,1954-10-04,F,1988-11-14,d007,Sales
84242,Tremaine,Panienski,1954-07-12,F,1987-02-20,d003,Human Resources
84255,Ramalingam,Nations,1952-04-16,F,1986-06-05,d001,Marketing
84260,Gunilla,Boreale,1954-08-05,M,1986-06-26,d005,Development
84263,Jackson,Henseler,1954-01-22,M,1987-11-20,d007,Sales
84268,Kazuhira,Belinskaya,1955-05-05,M,1985-05-22,d005,Development
84282,Saddek,Mateescu,1955-05-31,F,1986-01-23,d004,Production
84283,Gal,Slaats,1954-04-12,M,1986-06-12,d004,Production
84292,Leaf,Luff,1955-07-09,M,1985-11-03,d005,Development
84305,Minghong,Kalloufi,1955-07-13,F,1986-06-26,d005,Development
84318,Shin,Lally,1954-10-24,M,1988-01-01,d002,Finance
84322,Berto,Gide,1954-10-17,M,1987-01-28,d004,Production
84331,Ziyad,Rousseau,1954-04-14,M,1987-06-10,d007,Sales
84334,Zdislav,Emden,1955-12-19,F,1985-10-29,d009,Customer Service
84340,Moriyoshi,Granlund,1953-08-17,M,1988-12-24,d007,Sales
84353,Genta,Pesch,1954-10-31,M,1987-08-13,d009,Customer Service
84362,JoAnne,Maccarone,1954-05-03,M,1985-10-03,d004,Production
84362,JoAnne,Maccarone,1954-05-03,M,1985-10-03,d005,Development
84370,Fei,Reghbati,1954-09-22,M,1986-03-08,d007,Sales
84382,Harjit,Wallrath,1954-01-07,M,1987-10-18,d005,Development
84382,Harjit,Wallrath,1954-01-07,M,1987-10-18,d008,Research
84388,Chikako,Sifakis,1952-10-18,M,1985-09-27,d006,Quality Management
84393,Marke,Yemenis,1953-11-12,F,1985-04-23,d001,Marketing
84407,Chaoyi,Plessier,1955-04-20,M,1986-12-07,d001,Marketing
84408,Itzchak,Kruskal,1953-06-29,F,1986-12-01,d003,Human Resources
84412,Somnath,Delgrande,1953-12-08,M,1987-06-28,d002,Finance
84416,Satosi,Lanphier,1953-07-19,M,1987-05-27,d002,Finance
84419,Hailing,Foote,1954-02-02,M,1986-04-21,d005,Development
84421,Lokesh,Schaar,1955-01-10,F,1987-01-26,d004,Production
84427,IEEE,Valiente,1952-08-19,F,1985-04-08,d006,Quality Management
